INSERT INTO `cities` (`id`, `name`, `state_id`, `created_at`, `updated_at`) VALUES
(33136, 'Baia de Aries', 2934, NULL, NULL),
(33137, 'Berghin', 2934, NULL, NULL),
(33138, 'Bistra', 2934, NULL, NULL),
(33139, 'Blaj', 2934, NULL, NULL),
(33140, 'Blandiana', 2934, NULL, NULL),
(33141, 'Bucium', 2934, NULL, NULL),
(33142, 'Calnic', 2934, NULL, NULL),
(33143, 'Campeni', 2934, NULL, NULL),
(33144, 'Cenade', 2934, NULL, NULL),
(33145, 'Cergau', 2934, NULL, NULL),
(33146, 'Ceru-Bacainti', 2934, NULL, NULL),
(33147, 'Cetatea de Balta', 2934, NULL, NULL),
(33148, 'Ciugud', 2934, NULL, NULL),
(33149, 'Ciuruleasa', 2934, NULL, NULL),
(33150, 'Craciunelu de Jos', 2934, NULL, NULL),
(33151, 'Cricau', 2934, NULL, NULL),
(33152, 'Cugir', 2934, NULL, NULL),
(33153, 'Daia Romana', 2934, NULL, NULL),
(33154, 'Dostat', 2934, NULL, NULL),
(33155, 'Farau', 2934, NULL, NULL),
(33156, 'Galda de Jos', 2934, NULL, NULL),
(33157, 'Garbova', 2934, NULL, NULL),
(33158, 'Garda de Sus', 2934, NULL, NULL),
(33159, 'Hoparta', 2934, NULL, NULL),
(33160, 'Horea', 2934, NULL, NULL),
(33161, 'Ighiu', 2934, NULL, NULL),
(33162, 'Intregalde', 2934, NULL, NULL),
(33163, 'Jidvei', 2934, NULL, NULL),
(33164, 'Livezile', 2934, NULL, NULL),
(33165, 'Lopadea Noua', 2934, NULL, NULL),
(33166, 'Lunca Muresului', 2934, NULL, NULL),
(33167, 'Lupsa', 2934, NULL, NULL),
(33168, 'Metes', 2934, NULL, NULL),
(33169, 'Mihalt', 2934, NULL, NULL),
(33170, 'Miraslau', 2934, NULL, NULL),
(33171, 'Mogos', 2934, NULL, NULL),
(33172, 'Noslac', 2934, NULL, NULL),
(33173, 'Ocna Mures', 2934, NULL, NULL),
(33174, 'Ocolis', 2934, NULL, NULL),
(33175, 'Ohaba', 2934, NULL, NULL),
(33176, 'Pianu', 2934, NULL, NULL),
(33177, 'Poiana Vadului', 2934, NULL, NULL),
(33178, 'Ponor', 2934, NULL, NULL),
(33179, 'Posaga', 2934, NULL, NULL),
(33180, 'Radesti', 2934, NULL, NULL),
(33181, 'Ramet', 2934, NULL, NULL),
(33182, 'Rimetea', 2934, NULL, NULL),
(33183, 'Rosia Montana', 2934, NULL, NULL),
(33184, 'Rosia de Secas', 2934, NULL, NULL),
(33185, 'Salciua', 2934, NULL, NULL),
(33186, 'Salistea', 2934, NULL, NULL),
(33187, 'Sancel', 2934, NULL, NULL),
(33188, 'Santimbru', 2934, NULL, NULL),
(33189, 'Sasciori', 2934, NULL, NULL),
(33190, 'Scarisoara', 2934, NULL, NULL),
(33191, 'Sebes', 2934, NULL, NULL),
(33192, 'Sibot', 2934, NULL, NULL),
(33193, 'Sohodol', 2934, NULL, NULL),
(33194, 'Sona', 2934, NULL, NULL),
(33195, 'Spring', 2934, NULL, NULL),
(33196, 'Stremt', 2934, NULL, NULL),
(33197, 'Sugag', 2934, NULL, NULL),
(33198, 'Teius', 2934, NULL, NULL),
(33199, 'Unirea', 2934, NULL, NULL),
(33200, 'Vadu Motilor', 2934, NULL, NULL),
(33201, 'Valea Lunga', 2934, NULL, NULL),
(33202, 'Vidra', 2934, NULL, NULL),
(33203, 'Vintu de Jos', 2934, NULL, NULL),
(33204, 'Zlatna', 2934, NULL, NULL),
(33205, 'Almas', 2935, NULL, NULL),
(33206, 'Apateu', 2935, NULL, NULL),
(33207, 'Arad', 2935, NULL, NULL),
(33208, 'Archis', 2935, NULL, NULL),
(33209, 'Barsa', 2935, NULL, NULL),
(33210, 'Barzava', 2935, NULL, NULL),
(33211, 'Bata', 2935, NULL, NULL),
(33212, 'Beliu', 2935, NULL, NULL),
(33213, 'Birchis', 2935, NULL, NULL),
(33214, 'Bocsig', 2935, NULL, NULL),
(33215, 'Brazii', 2935, NULL, NULL),
(33216, 'Buteni', 2935, NULL, NULL),
(33217, 'Carand', 2935, NULL, NULL),
(33218, 'Cermei', 2935, NULL, NULL),
(33219, 'Chisindia', 2935, NULL, NULL),
(33220, 'Chisineu Cris', 2935, NULL, NULL),
(33221, 'Conop', 2935, NULL, NULL),
(33222, 'Covasint', 2935, NULL, NULL),
(33223, 'Craiva', 2935, NULL, NULL),
(33224, 'Curtici', 2935, NULL, NULL),
(33225, 'Dezna', 2935, NULL, NULL),
(33226, 'Dieci', 2935, NULL, NULL),
(33227, 'Dorgos', 2935, NULL, NULL),
(33228, 'Fantanele', 2935, NULL, NULL),
(33229, 'Felnac', 2935, NULL, NULL),
(33230, 'Ghioroc', 2935, NULL, NULL),
(33231, 'Graniceri', 2935, NULL, NULL),
(33232, 'Gurahont', 2935, NULL, NULL),
(33233, 'Halmagel', 2935, NULL, NULL),
(33234, 'Halmagiu', 2935, NULL, NULL),
(33235, 'Hasmas', 2935, NULL, NULL),
(33236, 'Ignesti', 2935, NULL, NULL),
(33237, 'Ineu', 2935, NULL, NULL),
(33238, 'Iratosu', 2935, NULL, NULL),
(33239, 'Lipova', 2935, NULL, NULL),
(33240, 'Livada', 2935, NULL, NULL),
(33241, 'Macea', 2935, NULL, NULL),
(33242, 'Masca', 2935, NULL, NULL),
(33243, 'Moneasa', 2935, NULL, NULL),
(33244, 'Nadlac', 2935, NULL, NULL),
(33245, 'Olari', 2935, NULL, NULL),
(33246, 'Pancota', 2935, NULL, NULL),
(33247, 'Paulis', 2935, NULL, NULL),
(33248, 'Pecica', 2935, NULL, NULL),
(33249, 'Peregu Mare', 2935, NULL, NULL),
(33250, 'Petris', 2935, NULL, NULL),
(33251, 'Pilu', 2935, NULL, NULL),
(33252, 'Plescuta', 2935, NULL, NULL),
(33253, 'Sagu', 2935, NULL, NULL),
(33254, 'Santana', 2935, NULL, NULL),
(33255, 'Savarsin', 2935, NULL, NULL),
(33256, 'Sebis', 2935, NULL, NULL),
(33257, 'Secusigiu', 2935, NULL, NULL),
(33258, 'Seitin', 2935, NULL, NULL),
(33259, 'Seleus', 2935, NULL, NULL),
(33260, 'Semlac', 2935, NULL, NULL),
(33261, 'Sepreus', 2935, NULL, NULL),
(33262, 'Sicula', 2935, NULL, NULL),
(33263, 'Silindia', 2935, NULL, NULL),
(33264, 'Simand', 2935, NULL, NULL),
(33265, 'Sintea Mare', 2935, NULL, NULL),
(33266, 'Siria', 2935, NULL, NULL),
(33267, 'Sistarovat', 2935, NULL, NULL),
(33268, 'Socodor', 2935, NULL, NULL),
(33269, 'Sofronea', 2935, NULL, NULL),
(33270, 'Tarnova', 2935, NULL, NULL),
(33271, 'Taut', 2935, NULL, NULL),
(33272, 'Varadia de Mures', 2935, NULL, NULL),
(33273, 'Varfurile', 2935, NULL, NULL),
(33274, 'Vinga', 2935, NULL, NULL),
(33275, 'Vladimirescu', 2935, NULL, NULL),
(33276, 'Zabrani', 2935, NULL, NULL),
(33277, 'Zarand', 2935, NULL, NULL),
(33278, 'Zerind', 2935, NULL, NULL),
(33279, 'Zimandu Nou', 2935, NULL, NULL),
(33280, 'Albesti', 2936, NULL, NULL),
(33281, 'Albestii-Pamanteni', 2936, NULL, NULL),
(33282, 'Albota', 2936, NULL, NULL),
(33283, 'Aninoasa', 2936, NULL, NULL),
(33284, 'Arefu', 2936, NULL, NULL),
(33285, 'Babana', 2936, NULL, NULL),
(33286, 'Baiculesti', 2936, NULL, NULL),
(33287, 'Balilesti', 2936, NULL, NULL),
(33288, 'Barla', 2936, NULL, NULL),
(33289, 'Bascov', 2936, NULL, NULL),
(33290, 'Beleti-Negresti', 2936, NULL, NULL),
(33291, 'Berevoesti', 2936, NULL, NULL),
(33292, 'Bogati', 2936, NULL, NULL),
(33293, 'Boteni', 2936, NULL, NULL),
(33294, 'Botesti', 2936, NULL, NULL),
(33295, 'Bradu', 2936, NULL, NULL),
(33296, 'Bradulet', 2936, NULL, NULL),
(33297, 'Budeasa', 2936, NULL, NULL),
(33298, 'Bughea de Jos', 2936, NULL, NULL),
(33299, 'Buzoesti', 2936, NULL, NULL),
(33300, 'Caldararu', 2936, NULL, NULL),
(33301, 'Calinesti', 2936, NULL, NULL),
(33302, 'Campulung', 2936, NULL, NULL),
(33303, 'Cateasca', 2936, NULL, NULL),
(33304, 'Cepari', 2936, NULL, NULL),
(33305, 'Cetateni', 2936, NULL, NULL),
(33306, 'Cicanesti', 2936, NULL, NULL),
(33307, 'Ciofrangeni', 2936, NULL, NULL),
(33308, 'Ciomagesti', 2936, NULL, NULL),
(33309, 'Cocu', 2936, NULL, NULL),
(33310, 'Corbeni', 2936, NULL, NULL),
(33311, 'Corbi', 2936, NULL, NULL),
(33312, 'Cosesti', 2936, NULL, NULL),
(33313, 'Costesti', 2936, NULL, NULL),
(33314, 'Cotmeana', 2936, NULL, NULL),
(33315, 'Cuca', 2936, NULL, NULL),
(33316, 'Curtea de Arges', 2936, NULL, NULL),
(33317, 'Dambovicioara', 2936, NULL, NULL),
(33318, 'Darmanesti', 2936, NULL, NULL),
(33319, 'Davidesti', 2936, NULL, NULL),
(33320, 'Dobresti', 2936, NULL, NULL),
(33321, 'Domnesti', 2936, NULL, NULL),
(33322, 'Draganu', 2936, NULL, NULL),
(33323, 'Dragoslavele', 2936, NULL, NULL),
(33324, 'Godeni', 2936, NULL, NULL),
(33325, 'Harsesti', 2936, NULL, NULL),
(33326, 'Hartiesti', 2936, NULL, NULL),
(33327, 'Izvoru', 2936, NULL, NULL),
(33328, 'Leordeni', 2936, NULL, NULL),
(33329, 'Leresti', 2936, NULL, NULL),
(33330, 'Lunca Corbului', 2936, NULL, NULL),
(33331, 'Malureni', 2936, NULL, NULL),
(33332, 'Maracineni', 2936, NULL, NULL),
(33333, 'Merisani', 2936, NULL, NULL),
(33334, 'Micesti', 2936, NULL, NULL),
(33335, 'Mihaesti', 2936, NULL, NULL),
(33336, 'Mioarele', 2936, NULL, NULL),
(33337, 'Mioveni', 2936, NULL, NULL),
(33338, 'Mirosi', 2936, NULL, NULL),
(33339, 'Moraresti', 2936, NULL, NULL),
(33340, 'Mosoaia', 2936, NULL, NULL),
(33341, 'Mozaceni', 2936, NULL, NULL),
(33342, 'Musatesti', 2936, NULL, NULL),
(33343, 'Negrasi', 2936, NULL, NULL),
(33344, 'Nucsoara', 2936, NULL, NULL),
(33345, 'Oarja', 2936, NULL, NULL),
(33346, 'Pietrosani', 2936, NULL, NULL),
(33347, 'Pitesti', 2936, NULL, NULL),
(33348, 'Poenari', 2936, NULL, NULL),
(33349, 'Poiana Lacului', 2936, NULL, NULL),
(33350, 'Popesti', 2936, NULL, NULL),
(33351, 'Priboieni', 2936, NULL, NULL),
(33352, 'Ratesti', 2936, NULL, NULL),
(33353, 'Recea', 2936, NULL, NULL),
(33354, 'Rociu', 2936, NULL, NULL),
(33355, 'Rucar', 2936, NULL, NULL),
(33356, 'Salatrucu', 2936, NULL, NULL),
(33357, 'Sapata', 2936, NULL, NULL),
(33358, 'Schitu-Golesti', 2936, NULL, NULL),
(33359, 'Slobozia', 2936, NULL, NULL),
(33360, 'Stalpeni', 2936, NULL, NULL),
(33361, 'Stefan cel Mare', 2936, NULL, NULL),
(33362, 'Stefanesti', 2936, NULL, NULL),
(33363, 'Stoenesti', 2936, NULL, NULL),
(33364, 'Stolnici', 2936, NULL, NULL),
(33365, 'Suici', 2936, NULL, NULL),
(33366, 'Suseni', 2936, NULL, NULL),
(33367, 'Teiu', 2936, NULL, NULL),
(33368, 'Tigveni', 2936, NULL, NULL),
(33369, 'Titesti', 2936, NULL, NULL),
(33370, 'Topoloveni', 2936, NULL, NULL),
(33371, 'Uda', 2936, NULL, NULL),
(33372, 'Ungheni', 2936, NULL, NULL),
(33373, 'Valea Danului', 2936, NULL, NULL),
(33374, 'Valea Iasului', 2936, NULL, NULL),
(33375, 'Valea Mare-Pravat', 2936, NULL, NULL),
(33376, 'Vedea', 2936, NULL, NULL),
(33377, 'Vladesti', 2936, NULL, NULL),
(33378, 'Agas', 2937, NULL, NULL),
(33379, 'Ardeoani', 2937, NULL, NULL),
(33380, 'Asau', 2937, NULL, NULL),
(33381, 'Bacau', 2937, NULL, NULL),
(33382, 'Balcani', 2937, NULL, NULL),
(33383, 'Barsanesti', 2937, NULL, NULL),
(33384, 'Beresti-Bistrita', 2937, NULL, NULL),
(33385, 'Beresti-Tazlau', 2937, NULL, NULL),
(33386, 'Berzunti', 2937, NULL, NULL),
(33387, 'Blagesti', 2937, NULL, NULL),
(33388, 'Bogdanesti', 2937, NULL, NULL),
(33389, 'Brusturoasa', 2937, NULL, NULL),
(33390, 'Buhoci', 2937, NULL, NULL),
(33391, 'Buhusi', 2937, NULL, NULL),
(33392, 'Caiuti', 2937, NULL, NULL),
(33393, 'Casin', 2937, NULL, NULL),
(33394, 'Cleja', 2937, NULL, NULL),
(33395, 'Colonesti', 2937, NULL, NULL),
(33396, 'Comanesti', 2937, NULL, NULL),
(33397, 'Corbasca', 2937, NULL, NULL),
(33398, 'Cotofanesti', 2937, NULL, NULL),
(33399, 'Damienesti', 2937, NULL, NULL),
(33400, 'Darmanesti', 2937, NULL, NULL),
(33401, 'Dealu Morii', 2937, NULL, NULL),
(33402, 'Dofteana', 2937, NULL, NULL),
(33403, 'Faraoani', 2937, NULL, NULL),
(33404, 'Filipeni', 2937, NULL, NULL),
(33405, 'Filipesti', 2937, NULL, NULL),
(33406, 'Gaiceana', 2937, NULL, NULL),
(33407, 'Garleni', 2937, NULL, NULL),
(33408, 'Ghimes-Faget', 2937, NULL, NULL),
(33409, 'Glavanesti', 2937, NULL, NULL),
(33410, 'Gura Vaii', 2937, NULL, NULL),
(33411, 'Helegiu', 2937, NULL, NULL),
(33412, 'Hemeius', 2937, NULL, NULL),
(33413, 'Horgesti', 2937, NULL, NULL),
(33414, 'Huruesti', 2937, NULL, NULL),
(33415, 'Izvoru Berheciului', 2937, NULL, NULL),
(33416, 'Letea Veche', 2937, NULL, NULL),
(33417, 'Lipova', 2937, NULL, NULL),
(33418, 'Livezi', 2937, NULL, NULL),
(33419, 'Luizi-Calugara', 2937, NULL, NULL),
(33420, 'Magiresti', 2937, NULL, NULL),
(33421, 'Magura', 2937, NULL, NULL),
(33422, 'Manastirea Casin', 2937, NULL, NULL),
(33423, 'Margineni', 2937, NULL, NULL),
(33424, 'Moinesti', 2937, NULL, NULL),
(33425, 'Motoseni', 2937, NULL, NULL),
(33426, 'Negri', 2937, NULL, NULL),
(33427, 'Nicolae Balcescu', 2937, NULL, NULL),
(33428, 'Oituz', 2937, NULL, NULL),
(33429, 'Oncesti', 2937, NULL, NULL),
(33430, 'Onesti', 2937, NULL, NULL),
(33431, 'Orbeni', 2937, NULL, NULL),
(33432, 'Palanca', 2937, NULL, NULL),
(33433, 'Pancesti', 2937, NULL, NULL),
(33434, 'Parava', 2937, NULL, NULL),
(33435, 'Pargaresti', 2937, NULL, NULL),
(33436, 'Parincea', 2937, NULL, NULL),
(33437, 'Parjol', 2937, NULL, NULL),
(33438, 'Plopana', 2937, NULL, NULL),
(33439, 'Podu Turcului', 2937, NULL, NULL),
(33440, 'Poduri', 2937, NULL, NULL),
(33441, 'Racaciuni', 2937, NULL, NULL),
(33442, 'Rachitoasa', 2937, NULL, NULL),
(33443, 'Racova', 2937, NULL, NULL),
(33444, 'Rosiori', 2937, NULL, NULL),
(33445, 'Sanduleni', 2937, NULL, NULL),
(33446, 'Sascut', 2937, NULL, NULL),
(33447, 'Saucesti', 2937, NULL, NULL),
(33448, 'Scorteni', 2937, NULL, NULL),
(33449, 'Secuieni', 2937, NULL, NULL),
(33450, 'Slanic-Moldova', 2937, NULL, NULL),
(33451, 'Solont', 2937, NULL, NULL),
(33452, 'Stanisesti', 2937, NULL, NULL),
(33453, 'Stefan cel Mare', 2937, NULL, NULL),
(33454, 'Strugari', 2937, NULL, NULL),
(33455, 'Tamasi', 2937, NULL, NULL),
(33456, 'Targu Ocna', 2937, NULL, NULL),
(33457, 'Targu-Trotus', 2937, NULL, NULL),
(33458, 'Tatarasti', 2937, NULL, NULL),
(33459, 'Traian', 2937, NULL, NULL),
(33460, 'Ungureni', 2937, NULL, NULL),
(33461, 'Urechesti', 2937, NULL, NULL),
(33462, 'Valea Seaca', 2937, NULL, NULL),
(33463, 'Vultureni', 2937, NULL, NULL),
(33464, 'Zemes', 2937, NULL, NULL),
(33465, 'Abram', 2938, NULL, NULL),
(33466, 'Abramut', 2938, NULL, NULL),
(33467, 'Alesd', 2938, NULL, NULL),
(33468, 'Astileu', 2938, NULL, NULL),
(33469, 'Auseu', 2938, NULL, NULL),
(33470, 'Avram Iancu', 2938, NULL, NULL),
(33471, 'Balc', 2938, NULL, NULL),
(33472, 'Batar', 2938, NULL, NULL),
(33473, 'Beius', 2938, NULL, NULL),
(33474, 'Biharia', 2938, NULL, NULL),
(33475, 'Boianu Mare', 2938, NULL, NULL),
(33476, 'Borod', 2938, NULL, NULL),
(33477, 'Bors', 2938, NULL, NULL),
(33478, 'Bratca', 2938, NULL, NULL),
(33479, 'Brusturi', 2938, NULL, NULL),
(33480, 'Budureasa', 2938, NULL, NULL),
(33481, 'Buduslau', 2938, NULL, NULL),
(33482, 'Bulz', 2938, NULL, NULL),
(33483, 'Buntesti', 2938, NULL, NULL),
